quarter,epsActual,epsEstimate,epsDifference,surprisePercent,ticker,fetch_date
2024-12-31,2.4,2.34102,0.06,0.0252,AAPL,2025-12-31 16:56:16.479846
2025-03-31,1.65,1.62253,0.03,0.016900001,AAPL,2025-12-31 16:56:16.479846
2025-06-30,1.57,1.42572,0.14,0.1012,AAPL,2025-12-31 16:56:16.479846
2025-09-30,1.85,1.76993,0.08,0.0452,AAPL,2025-12-31 16:56:16.479846
2024-12-31,3.23,3.10403,0.13,0.040599998,MSFT,2025-12-31 16:56:22.491236
2025-03-31,3.46,3.21597,0.24,0.0759,MSFT,2025-12-31 16:56:22.491236
2025-06-30,3.65,3.37942,0.27,0.0801,MSFT,2025-12-31 16:56:22.491236
2025-09-30,3.72,3.66189,0.06,0.0159,MSFT,2025-12-31 16:56:22.491236
2024-12-31,2.15,2.12503,0.02,0.0117999995,GOOGL,2025-12-31 16:56:26.378888
2025-03-31,2.81,2.00576,0.8,0.401,GOOGL,2025-12-31 16:56:26.378888
2025-06-30,2.31,2.18615,0.12,0.056700002,GOOGL,2025-12-31 16:56:26.378888
2025-09-30,2.87,2.26199,0.61,0.2688,GOOGL,2025-12-31 16:56:26.378888
2024-12-31,1.86,1.48369,0.38,0.2536,AMZN,2025-12-31 16:56:30.161654
2025-03-31,1.59,1.358,0.23,0.1708,AMZN,2025-12-31 16:56:30.161654
2025-06-30,1.68,1.33192,0.35,0.2613,AMZN,2025-12-31 16:56:30.161654
2025-09-30,1.95,1.55757,0.39,0.252,AMZN,2025-12-31 16:56:30.161654
2025-01-31,0.89,0.84562,0.04,0.0525,NVDA,2025-12-31 16:56:33.966310
2025-04-30,0.81,0.74988,0.06,0.0802,NVDA,2025-12-31 16:56:33.966310
2025-07-31,1.05,1.00867,0.04,0.040999997,NVDA,2025-12-31 16:56:33.966310
2025-10-31,1.3,1.25647,0.04,0.0346,NVDA,2025-12-31 16:56:33.966310
2024-12-31,8.02,6.75838,1.26,0.1867,META,2025-12-31 16:56:38.046819
2025-03-31,6.43,5.22294,1.21,0.23110001,META,2025-12-31 16:56:38.046819
2025-06-30,7.14,5.90298,1.24,0.20959999,META,2025-12-31 16:56:38.046819
2025-09-30,1.05,6.70696,-5.66,-0.84339994,META,2025-12-31 16:56:38.046819
2024-12-31,0.73,0.76703,-0.04,-0.048299998,TSLA,2025-12-31 16:56:41.763550
2025-03-31,0.27,0.41468,-0.14,-0.3489,TSLA,2025-12-31 16:56:41.763550
2025-06-30,0.4,0.40391,-0.0,-0.0097,TSLA,2025-12-31 16:56:41.763550
2025-09-30,0.5,0.55885,-0.06,-0.105299994,TSLA,2025-12-31 16:56:41.763550
2024-12-31,6.7347,4.19114,2.54,0.6069,BRK-B,2025-12-31 16:56:45.527676
2025-03-31,4.4689,4.72227,-0.25,-0.0537,BRK-B,2025-12-31 16:56:45.527676
2025-06-30,5.173,5.03658,0.14,0.0271,BRK-B,2025-12-31 16:56:45.527676
2025-09-30,6.2508,5.73466,0.52,0.09,BRK-B,2025-12-31 16:56:45.527676
2024-12-31,6.81,6.73732,0.07,0.0108,UNH,2025-12-31 16:56:48.642291
2025-03-31,7.2,7.29358,-0.09,-0.0128,UNH,2025-12-31 16:56:48.642291
2025-06-30,4.08,4.44587,-0.37,-0.08229999,UNH,2025-12-31 16:56:48.642291
2025-09-30,2.92,2.80806,0.11,0.0399,UNH,2025-12-31 16:56:48.642291
2024-12-31,2.04,2.01223,0.03,0.0138,JNJ,2025-12-31 16:56:52.517876
2025-03-31,2.77,2.57953,0.19,0.0738,JNJ,2025-12-31 16:56:52.517876
2025-06-30,2.77,2.68396,0.09,0.0321,JNJ,2025-12-31 16:56:52.517876
2025-09-30,2.8,2.75894,0.04,0.0149,JNJ,2025-12-31 16:56:52.517876
2024-12-31,2.75,2.66105,0.09,0.0334,V,2025-12-31 16:56:57.097209
2025-03-31,2.76,2.67959,0.08,0.03,V,2025-12-31 16:56:57.097209
2025-06-30,2.98,2.84683,0.13,0.0468,V,2025-12-31 16:56:57.097209
2025-09-30,2.98,2.97176,0.01,0.0028,V,2025-12-31 16:56:57.097209
2024-12-31,1.67,1.54812,0.12,0.0787,XOM,2025-12-31 16:57:00.873466
2025-03-31,1.76,1.73988,0.02,0.0116,XOM,2025-12-31 16:57:00.873466
2025-06-30,1.64,1.56293,0.08,0.0493,XOM,2025-12-31 16:57:00.873466
2025-09-30,1.88,1.82466,0.06,0.030299999,XOM,2025-12-31 16:57:00.873466
2025-01-31,0.66,0.6468,0.01,0.020399999,WMT,2025-12-31 16:57:04.821548
2025-04-30,0.61,0.57746,0.03,0.056399997,WMT,2025-12-31 16:57:04.821548
2025-07-31,0.68,0.73887,-0.06,-0.0797,WMT,2025-12-31 16:57:04.821548
2025-10-31,0.62,0.60128,0.02,0.0311,WMT,2025-12-31 16:57:04.821548
2024-12-31,4.81,4.03604,0.77,0.1918,JPM,2025-12-31 16:57:08.504124
2025-03-31,5.07,4.64495,0.43,0.0915,JPM,2025-12-31 16:57:08.504124
2025-06-30,4.96,4.47307,0.49,0.1089,JPM,2025-12-31 16:57:08.504124
2025-09-30,5.07,4.87467,0.2,0.0401,JPM,2025-12-31 16:57:08.504124
2024-12-31,1.88,1.85958,0.02,0.011,PG,2025-12-31 16:57:12.265411
2025-03-31,1.54,1.5258,0.01,0.0093,PG,2025-12-31 16:57:12.265411
2025-06-30,1.48,1.42116,0.06,0.0414,PG,2025-12-31 16:57:12.265411
2025-09-30,1.99,1.89677,0.09,0.049200002,PG,2025-12-31 16:57:12.265411
2024-12-31,3.82,3.68943,0.13,0.0354,MA,2025-12-31 16:57:15.903550
2025-03-31,3.73,3.55917,0.17,0.048,MA,2025-12-31 16:57:15.903550
2025-06-30,4.15,4.02443,0.13,0.0312,MA,2025-12-31 16:57:15.903550
2025-09-30,4.38,4.31425,0.07,0.0152,MA,2025-12-31 16:57:15.903550
2025-01-31,3.02,3.04392,-0.02,-0.007900001,HD,2025-12-31 16:57:19.493265
2025-04-30,3.56,3.58912,-0.03,-0.0081,HD,2025-12-31 16:57:19.493265
2025-07-31,4.68,4.69448,-0.01,-0.0031,HD,2025-12-31 16:57:19.493265
2025-10-31,3.74,3.83395,-0.09,-0.024500001,HD,2025-12-31 16:57:19.493265
2024-12-31,2.06,2.10798,-0.05,-0.0228,CVX,2025-12-31 16:57:22.979662
2025-03-31,2.18,2.15182,0.03,0.013099999,CVX,2025-12-31 16:57:22.979662
2025-06-30,1.77,1.7402,0.03,0.0171,CVX,2025-12-31 16:57:22.979662
2025-09-30,1.85,1.70678,0.14,0.083900005,CVX,2025-12-31 16:57:22.979662
2024-12-31,1.72,1.66508,0.05,0.033,MRK,2025-12-31 16:57:26.778122
2025-03-31,2.22,2.13502,0.08,0.0398,MRK,2025-12-31 16:57:26.778122
2025-06-30,2.13,2.02777,0.1,0.0504,MRK,2025-12-31 16:57:26.778122
2025-09-30,2.58,2.34859,0.23,0.098500006,MRK,2025-12-31 16:57:26.778122
2024-12-31,2.16,2.11921,0.04,0.019199999,ABBV,2025-12-31 16:57:30.296249
2025-03-31,2.46,2.39709,0.06,0.026199998,ABBV,2025-12-31 16:57:30.296249
2025-06-30,2.97,2.90783,0.06,0.0214,ABBV,2025-12-31 16:57:30.296249
2025-09-30,1.86,1.78451,0.08,0.0423,ABBV,2025-12-31 16:57:30.296249
2024-12-31,5.32,5.06683,0.25,0.05,LLY,2025-12-31 16:57:33.844406
2025-03-31,3.34,3.5432,-0.2,-0.0573,LLY,2025-12-31 16:57:33.844406
2025-06-30,6.31,5.58943,0.72,0.1289,LLY,2025-12-31 16:57:33.844406
2025-09-30,7.02,5.89164,1.13,0.1915,LLY,2025-12-31 16:57:33.844406
2025-01-31,1.6,1.50781,0.09,0.061100002,AVGO,2025-12-31 16:57:37.305900
2025-04-30,1.58,1.5708,0.01,0.0058999998,AVGO,2025-12-31 16:57:37.305900
2025-07-31,1.69,1.66338,0.03,0.016,AVGO,2025-12-31 16:57:37.305900
2025-10-31,1.95,1.87006,0.08,0.0427,AVGO,2025-12-31 16:57:37.305900
2024-12-31,0.55,0.51701,0.03,0.0638,KO,2025-12-31 16:57:41.000667
2025-03-31,0.73,0.71607,0.01,0.0195,KO,2025-12-31 16:57:41.000667
2025-06-30,0.87,0.83708,0.03,0.039300002,KO,2025-12-31 16:57:41.000667
2025-09-30,0.82,0.77857,0.04,0.053200003,KO,2025-12-31 16:57:41.000667
2024-12-31,1.96,1.94261,0.02,0.009,PEP,2025-12-31 16:57:44.406410
2025-03-31,1.48,1.49142,-0.01,-0.0077,PEP,2025-12-31 16:57:44.406410
2025-06-30,2.12,2.02904,0.09,0.0448,PEP,2025-12-31 16:57:44.406410
2025-09-30,2.29,2.25996,0.03,0.013300001,PEP,2025-12-31 16:57:44.406410
2025-02-28,4.02,4.0987,-0.08,-0.019199999,COST,2025-12-31 16:57:47.971431
2025-05-31,4.28,4.22822,0.05,0.012200001,COST,2025-12-31 16:57:47.971431
2025-08-31,5.87,5.80573,0.06,0.0111,COST,2025-12-31 16:57:47.971431
2025-11-30,4.5,4.27792,0.22,0.0519,COST,2025-12-31 16:57:47.971431
